SOURCE_REPORTING_UNIT_NAME,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,LATITUDE,LONGITUDE,Locations_Address,OWNER_CODE,OWNER_DESCR,STATE,County
Plumas National Forest,STORRIE,2000,2451770,Railroad,2451810,271,1800,55261,39.9169,-121.318,"5669 CA-70, Belden, CA 95915, USA",5,USFS,CA,
Los Padres National Forest,FOOTHILL,2000,2451900,Miscellaneous,2451900,355,1700,480,34.4758,-118.856,"Piru, CA 93040, USA",14,MISSING/NOT SPECIFIED,CA,
Sequoia National Forest,WHITE,2001,2452050,Lightning,2452060,146,1210,335,36.2858,-118.517,"Tulare County, CA, USA",5,USFS,CA,
Sequoia National Forest,CANYON,2001,2452080,Miscellaneous,2452080,171,600,566,35.4675,-118.759,"Bakersfield, CA 93306, USA",5,USFS,CA,
Sequoia National Forest,DDEMOCRAT,2001,2452080,Miscellaneous,2452080,174,1800,550,35.5192,-118.618,"Sierra Nevada, California, USA",5,USFS,CA,
Inyo National Forest,MCLAUGHLIN,2001,2452090,Lightning,2452100,186,1800,2714,37.7517,-118.868,"Mono County, CA, USA",5,USFS,CA,
Mendocino National Forest,M-9,2001,2452030,Miscellaneous,2452030,123,1800,830,39.8092,-122.711,"Paskenta, CA 96074, USA",13,STATE OR PRIVATE,CA,
Mendocino National Forest,TROUGH,2001,2452130,Miscellaneous,2452140,232,1800,24970,39.375,-122.635,"Elk Creek, CA 95939, USA",5,USFS,CA,
Klamath National Forest,JONES,2001,2452040,Debris Burning,2452040,135,1800,1488,41.8525,-122.769,"14329 CA-96, Klamath River, CA 96050, USA",13,STATE OR PRIVATE,CA,
Shasta-Trinity National Forest,BIG,2001,2452060,Miscellaneous,2452070,156,800,800,40.75,-123.217,"31030 CA-299, Big Bar, CA 96010, USA",5,USFS,CA,
Shasta-Trinity National Forest,HYAMPOM,2001,2452150,Arson,2452160,246,1800,1065,40.5678,-123.235,"3051 Hyampom Rd, Hayfork, CA 96041, USA",13,STATE OR PRIVATE,CA,
San Bernardino National Forest,HEMLOCK,2001,2452070,Miscellaneous,2452110,197,800,1074,34.1667,-117.067,"San Bernardino County, CA, USA",5,USFS,CA,
Plumas National Forest,STREAM,2001,2452120,Lightning,2452120,215,1100,3560,40.1672,-120.634,"Taylorsville, CA 95983, USA",5,USFS,CA,
Modoc National Forest,ROCK,2001,2452130,Lightning,2452140,229,1800,1313,41.8875,-120.867,"Modoc County, CA, USA",5,USFS,CA,
Humboldt-Toiyabe National Forest,MARTIS,2001,2452080,Campfire,2452100,186,1205,14500,38.7725,-119.798,"1559 Diamond Valley Rd, Markleeville, CA 96120, USA",14,MISSING/NOT SPECIFIED,CA,
Modoc National Forest,BELL,2001,2452130,Lightning,2452140,231,1800,2977,41.6953,-120.996,"California, USA",5,USFS,CA,
Modoc National Forest,BSFMU31,2001,2452130,Lightning,2452140,230,1800,671,41.6953,-120.572,"Modoc County, CA, USA",5,USFS,CA,
Modoc National Forest,BLUE,2001,2452130,Lightning,2452140,233,1800,34319,41.1594,-120.312,"Lassen County, CA, USA",5,USFS,CA,
Tahoe National Forest,ROCK,2001,2452040,Debris Burning,2452040,134,1800,400,39.5675,-120.119,"Loyalton, CA 96118, USA",5,USFS,CA,Sierra
Eldorado National Forest,STAR,2001,2452150,Miscellaneous,2452150,237,900,16761,39.05,-120.519,"Placer County, CA, USA",13,STATE OR PRIVATE,CA,
Klamath National Forest,SWILLUP II,2001,2452170,Lightning,2452210,303,1000,8055,41.6058,-123.512,"74779-75011 Klamath River Hwy, Happy Camp, CA 96039, USA",5,USFS,CA,
Inyo National Forest,CRATER,2001,2452130,Lightning,2452140,226,800,5570,37.8681,-118.983,"Mono County, CA, USA",5,USFS,CA,
Angeles National Forest,SHINN,2001,2452080,Arson,2452080,172,1800,300,34.1739,-117.673,"2991 N Mountain Ave, Upland, CA 91784, USA",5,USFS,CA,
Angeles National Forest,STABLES,2001,2452190,Miscellaneous,2452200,291,1800,6540,34.4906,-118.456,"13095 Texas Canyon Rd, Santa Clarita, CA 91390, USA",5,USFS,CA,
Sierra National Forest,MUSIC,2001,2452140,Miscellaneous,2452140,233,600,300,37.19,-119.298,"Shaver Lake, CA 93634, USA",5,USFS,CA,
Sierra National Forest,BRICEBURG,2001,2452110,Miscellaneous,2452130,218,1800,722,37.6153,-119.953,"Midpines, CA 95345, USA",14,MISSING/NOT SPECIFIED,CA,
Eldorado National Forest,ST. PAULI,2002,2452480,Miscellaneous,2452490,211,800,325,38.7678,-120.433,"2 Bull Creek Ln, Pollock Pines, CA 95726, USA",13,STATE OR PRIVATE,CA,
Lassen National Forest,CONE,2002,2452540,Equipment Use,2452550,273,1800,2006,40.7594,-121.182,"Lassen County, CA, USA",5,USFS,CA,
Lake Tahoe Basin Management Unit,GONDOLA,2002,2452460,Smoking,2452470,191,1800,673,38.9342,-119.931,"1709-1635 Sherman Way, South Lake Tahoe, CA 96150, USA",13,STATE OR PRIVATE,CA,El Dorado
Klamath National Forest,FORKS,2002,2452430,Debris Burning,2452440,161,1300,1301,41.275,-123.342,"14212 Forest Hwy 93, Forks of Salmon, CA 96031, USA",13,STATE OR PRIVATE,CA,
Klamath National Forest,STANZA,2002,2452480,Lightning,2452490,217,700,2880,41.6681,-123.297,"Happy Camp, CA 96039, USA",5,USFS,CA,
Inyo National Forest,FULLER,2002,2452470,Lightning,2452470,197,1800,6400,37.0581,-118.369,"Inyo County, CA, USA",5,USFS,CA,
Inyo National Forest,PAIUTE,2002,2452540,Miscellaneous,2452550,275,1800,391,37.5242,-118.261,"Mono County, CA, USA",5,USFS,CA,
Humboldt-Toiyabe National Forest,PAN,2002,2452470,Lightning,2452470,197,1800,506,38.3981,-119.222,"Mono County, CA, USA",5,USFS,CA,
Humboldt-Toiyabe National Forest,CANNON,2002,2452440,Campfire,2452470,200,2000,23020,38.4561,-119.546,"Sierra Nevada, California, USA",5,USFS,CA,
Los Padres National Forest,WOLF,2002,2452430,Miscellaneous,2452440,165,2359,21645,34.6092,-119.364,"22689 CA-33, Ojai, CA 93023, USA",13,STATE OR PRIVATE,CA,
San Bernardino National Forest,MEYERS,2002,2452440,Arson,2452440,170,1800,363,33.9833,-116.867,"Banning, CA 92220, USA",14,MISSING/NOT SPECIFIED,CA,
San Bernardino National Forest,LYTLE,2002,2452520,Arson,2452530,258,1800,554,34.2175,-117.468,"Lytle Creek Rd, Lytle Creek, CA 92358, USA",5,USFS,CA,
San Bernardino National Forest,BEE,2002,2452430,Miscellaneous,2452430,154,1800,430,33.75,-116.829,"Hemet, CA 92544, USA",5,USFS,CA,
Sequoia National Forest,ROCKY,2002,2452430,Miscellaneous,2452430,155,600,498,35.4686,-118.751,"Kern County, CA, USA",5,USFS,CA,
Sequoia National Forest,MCNALLY,2002,2452480,Campfire,2452510,240,1800,150696,35.8736,-118.458,"Kernville, CA 93238, USA",5,USFS,CA,
Stanislaus National Forest,SOURGRASS COMPLEX,2002,2452600,Debris Burning,2452610,335,1800,808,38.3417,-120.218,"232 Munari Ln, Arnold, CA 95223, USA",5,USFS,CA,
Sierra National Forest,ROCK CREEK 2,2002,2452600,Debris Burning,2452610,335,1800,378,37.2906,-119.37,"Bass Lake, CA 93604, USA",5,USFS,CA,
Cleveland National Forest,BOBCAT,2002,2452510,Miscellaneous,2452510,236,1800,379,32.71,-116.551,"Campo, CA 91906, USA",5,USFS,CA,
Tahoe National Forest,GRANITE II,2002,2452600,Debris Burning,2452600,330,1600,352,39.4514,-120.687,"Nevada City, CA 95959, USA",13,STATE OR PRIVATE,CA,
Los Padres National Forest,RED HILL,2002,2452500,Miscellaneous,2452510,233,1800,715,35.3594,-120.277,"Red Hill Rd, Santa Margarita, CA 93453, USA",5,USFS,CA,
Los Padres National Forest,PINEY,2002,2452440,Campfire,2452450,171,1030,308,36.2792,-121.463,"Piney Creek Rd, Greenfield, CA 93927, USA",5,USFS,CA,
Eldorado National Forest,PLUM,2002,2452600,Debris Burning,2452610,336,1200,1763,38.7192,-120.384,"El Dorado County, CA, USA",13,STATE OR PRIVATE,CA,
Eldorado National Forest,HUNTER.,2002,2452600,Debris Burning,2452600,329,1800,2400,38.8842,-120.467,"El Dorado County, CA, USA",13,STATE OR PRIVATE,CA,
San Bernardino National Forest,LOUISIANA,2002,2452450,Equipment Use,2452460,185,1800,6559,34.2361,-117.432,"16999 Cajon Blvd, San Bernardino, CA 92407, USA",5,USFS,CA,
Angeles National Forest,BOUQUET,2002,2452410,Miscellaneous,2452410,133,1800,5200,34.5714,-118.398,"35261-35251 Bouquet Canyon Rd, Santa Clarita, CA 91390, USA",5,USFS,CA,
Angeles National Forest,LEONA,2002,2452520,Arson,2452520,247,1800,5124,34.5864,-118.325,"37617 Bouquet Canyon Rd, Santa Clarita, CA 91390, USA",5,USFS,CA,
Angeles National Forest,WILLIAMS,2002,2452540,Arson,2452560,283,1800,37240,34.2303,-117.787,"La Verne, CA 91750, USA",5,USFS,CA,
Inyo National Forest,DEXTER,2003,2452880,Lightning,2452930,286,1200,2515,37.8314,-118.795,"Mono County, CA, USA",5,USFS,CA,
Stanislaus National Forest,MUDD,2003,2452880,Lightning,2452940,300,1800,4102,38.4247,-119.961,"Arnold, CA 95223, USA",5,USFS,CA,
Stanislaus National Forest,WHITT,2003,2452880,Lightning,2452940,300,1800,1014,38.3781,-120,"Sierra Nevada, California, USA",5,USFS,CA,
Los Padres National Forest,DEL VENTURI,2003,2452860,Miscellaneous,2452860,225,2000,861,36.0711,-121.39,"Los Padres National Forest, Goleta, CA, USA",14,MISSING/NOT SPECIFIED,CA,
Los Padres National Forest,PIRU,2003,2452940,Equipment Use,2452940,304,1800,63720,34.4875,-118.759,"Castaic, CA 91384, USA",13,STATE OR PRIVATE,CA,
Los Padres National Forest,GILLAM,2003,2452930,Miscellaneous,2452930,290,1500,460,35.1519,-120.008,"Los Padres National Forest, Goleta, CA, USA",5,USFS,CA,
Sierra National Forest,SNAKE,2003,2452890,Lightning,2452960,324,1200,412,37.5678,-119.19,"Sierra Nevada, California, USA",5,USFS,CA,
San Bernardino National Forest,OLD,2003,2452940,Arson,2452960,319,1800,91281,34.1969,-117.276,"San Bernardino, CA 92404, USA",13,STATE OR PRIVATE,CA,
Six Rivers National Forest,FRIDAY,2003,2452820,Equipment Use,2452820,184,1800,389,40.89,-123.601,"20 S Fork Rd, Salyer, CA 95563, USA",13,STATE OR PRIVATE,CA,
Stanislaus National Forest,BOX,2003,2452840,Lightning,2453000,365,1200,1031,38.1269,-119.894,"Sierra Nevada, California, USA",5,USFS,CA,
San Bernardino National Forest,BRIDGE,2003,2452890,Miscellaneous,2452900,257,1800,1352,34.1689,-117.183,"28867 City Creek Rd, Highland, CA 92346, USA",5,USFS,CA,
Inyo National Forest,SUMMIT,2003,2452880,Lightning,2453000,365,1400,6721,36.2181,-118.131,"Tulare County, CA, USA",5,USFS,CA,
Stanislaus National Forest,MOUNTAIN,2003,2452840,Lightning,2453000,365,1200,3090,38.1311,-119.886,"Sierra Nevada, California, USA",5,USFS,CA,
Tahoe National Forest,COD FISH,2003,2452880,Lightning,2452890,253,600,814,39.0683,-120.711,"Placer County, CA, USA",5,USFS,CA,
Tahoe National Forest,CHILCOOT COMPLEX,2003,2452840,Lightning,2452840,202,800,5635,39.7692,-120.16,"Plumas County, CA, USA",6,OTHER FEDERAL,CA,Plumas
Modoc National Forest,ACKLEY,2003,2452850,Lightning,2452850,211,1800,9940,41.7531,-121.324,"Tulelake, CA 96134, USA",5,USFS,CA,
Modoc National Forest,YELLOW,2003,2452890,Lightning,2452890,250,1800,554,41.7386,-121.613,"Siskiyou County, CA, USA",5,USFS,CA,
Modoc National Forest,TIMBER,2003,2452890,Lightning,2452890,252,1800,313,41.5506,-121.324,"California, USA",5,USFS,CA,
Angeles National Forest,MIDDLE,2003,2452860,Equipment Use,2452860,220,1800,300,34.3,-118.334,"Lake View Terrace, CA 91342, USA",13,STATE OR PRIVATE,CA,
Angeles National Forest,HAUSER,2003,2452840,Miscellaneous,2452850,211,1800,2038,34.55,-118.308,"35969 Anthony Rd, Santa Clarita, CA 91390, USA",5,USFS,CA,
Shasta-Trinity National Forest,LOMA,2003,2452900,Miscellaneous,2452900,265,1800,3740,40.7678,-123.319,"Big Bar, CA 96010, USA",13,STATE OR PRIVATE,CA,
Modoc National Forest,SAND,2003,2452970,Debris Burning,2452970,333,1200,332,41.6664,-121.401,"Modoc County, CA, USA",5,USFS,CA,
Six Rivers National Forest,SHELLEY,2002,2452480,Miscellaneous,2452490,214,1800,850,41.8803,-123.839,"Patrick Creek Rd, Gasquet, CA 95543, USA",5,USFS,CA,
Cleveland National Forest,CEDAR,2003,2452940,Campfire,2452950,308,1800,280059,32.9856,-116.728,"Ramona, CA 92065, USA",5,USFS,CA,
Sequoia National Forest,COONEY,2003,2452850,Lightning,2452990,349,1259,1850,36.3436,-118.537,"Sierra Nevada, California, USA",5,USFS,CA,
Sequoia National Forest,HOOKER,2003,2452890,Lightning,2452970,329,1200,2241,36.0858,-118.2,"Tulare County, CA, USA",5,USFS,CA,
Cleveland National Forest,PARADISE,2003,2452940,Arson,2452940,299,215,56427,33.2556,-116.953,"Valley Center, CA 92082, USA",6,OTHER FEDERAL,CA,
Sequoia National Forest,CHINA,2003,2452850,Lightning,2452850,213,1800,509,35.5622,-118.65,"Kern County, CA, USA",5,USFS,CA,
Mendocino National Forest,BEAR,2003,2452890,Lightning,2452890,252,1800,403,39.5733,-122.875,"Lake County, CA, USA",5,USFS,CA,
Mendocino National Forest,BOARDMAN,2003,2452890,Lightning,2452890,251,1800,510,39.4878,-122.929,"10 W 32 Rd, Potter Valley, CA 95469, USA",5,USFS,CA,
Mendocino National Forest,FELKNER,2003,2452890,Lightning,2452890,250,1200,407,39.5181,-122.685,"Elk Creek, CA 95939, USA",5,USFS,CA,
Mendocino National Forest,HAPPY CAMP,2003,2452890,Lightning,2452900,258,1200,1481,39.5406,-122.735,"Elk Creek, CA 95939, USA",5,USFS,CA,
Mendocino National Forest,SPANISH,2003,2452910,Campfire,2452910,271,1000,6058,39.6167,-122.851,"Glenn County, CA, USA",5,USFS,CA,
Mendocino National Forest,DEAFY,2003,2452890,Lightning,2452890,255,1800,4696,39.5114,-122.785,"Lake County, CA, USA",5,USFS,CA,
Plumas National Forest,COTTONWOOD,2004,2453130,Debris Burning,2453140,131,1000,560,40.1525,-120.5,"Plumas County, CA, USA",5,USFS,CA,
Humboldt-Toiyabe National Forest,COLE COMPLEX,2004,2453180,Lightning,2453190,183,1800,3128,38.5542,-119.531,"Mono County, CA, USA",5,USFS,CA,Mono
Stanislaus National Forest,EARLY,2004,2453230,Miscellaneous,2453300,300,1,1750,37.8694,-119.962,"Forest Rte 1N07, Groveland, CA 95321, USA",5,USFS,CA,
Los Padres National Forest,FREDS'S,2004,2453270,Arson,2453280,276,1800,768,36.2333,-121.469,"47446 Arroyo Seco Rd, Greenfield, CA 93927, USA",5,USFS,CA,
Sequoia National Forest,CHINA,2004,2453260,Miscellaneous,2453260,256,30,350,35.5331,-118.642,"Kern County, CA, USA",5,USFS,CA,
Sequoia National Forest,CAMP,2004,2453210,Miscellaneous,2453210,209,1800,691,35.6994,-118.424,"9577 Sierra Way, Kernville, CA 93238, USA",5,USFS,CA,
Sequoia National Forest,DEEP,2004,2453230,Miscellaneous,2453230,230,1800,3222,36.1511,-118.717,"Springville, CA 93265, USA",5,USFS,CA,
Angeles National Forest,INTERSTATE,2004,2453180,Equipment Use,2453190,181,1800,375,34.6217,-118.718,"Castaic, CA 91384, USA",5,USFS,CA,
Angeles National Forest,PINES,2004,2453200,Miscellaneous,2453210,203,1200,17418,34.7367,-118.655,"31001 Co Hwy N2, Lake Hughes, CA 93532, USA",5,USFS,CA,
Sierra National Forest,SOURCE,2004,2453170,Miscellaneous,2453180,174,1800,385,37.2186,-119.39,"North Fork, CA 93643, USA",5,USFS,CA,
Six Rivers National Forest,SIMS,2004,2453210,Equipment Use,2453230,228,2000,4030,40.7183,-123.571,"Humboldt County, CA, USA",5,USFS,CA,
Stanislaus National Forest,TUOLUMNE,2004,2453260,Miscellaneous,2453270,261,1800,800,37.8478,-120.041,"Tuolumne County, CA, USA",5,USFS,CA,
Northern California Agency,,1992,2448830,Children,2448830,212,1900,800,40.8332,-121.668,"California, USA",2,BIA,CA,
Northern California Agency,BURNEY,1993,2449200,Fireworks,2449200,211,1900,800,40.8665,-121.734,"19633 Haynes Rd, Burney, CA 96013, USA",2,BIA,CA,
Southern California Agency,RINCON #7,1992,2448880,Arson,2448880,262,800,350,33.25,-116.951,"Valley Center, CA 92082, USA",2,BIA,CA,
Southern California Agency,STATE 1622,1992,2448900,Arson,2448900,283,1200,411,33.8667,-116.918,"Riverside County, CA, USA",7,STATE,CA,
Southern California Agency,TRIBAL,1993,2449290,Arson,2449290,300,1500,2500,33.6167,-116.751,"Mountain Center, CA 92561, USA",2,BIA,CA,
Southern California Agency,RINCON,1996,2450260,Powerline,2450260,182,2315,460,33.25,-116.959,"Paradise Creek Rd, Valley Center, CA 92082, USA",2,BIA,CA,
Southern California Agency,RINCON,1996,2450380,Arson,2450380,296,2000,1800,33.2667,-116.959,"N Resort Dr, Valley Center, CA 92082, USA",2,BIA,CA,
Southern California Agency,WOHLFORD,1997,2450660,Arson,2450660,214,1800,423,33.175,-116.993,"25467-25503 Lake Wohlford Rd, Escondido, CA 92027, USA",7,STATE,CA,
Southern California Agency,WILDCAT,1998,2451060,Lightning,2451060,245,1800,3568,32.9842,-116.828,"15139-15237 Wildcat Canyon Rd, Ramona, CA 92065, USA",2,BIA,CA,
Tule River Agency,THISTLE II,1998,2451010,Arson,2451010,197,2230,876,36.0163,-118.824,"32657 Indian Reservation Dr, Springville, CA 93265, USA",2,BIA,CA,
Tule River Agency,OAT II,1999,2451360,Arson,2451360,178,1200,620,35.9999,-118.001,"Inyo County, CA, USA",2,BIA,CA,
Tule River Agency,COW II,1999,2451400,Arson,2451400,224,2200,325,35.9999,-118.001,"Inyo County, CA, USA",2,BIA,CA,
Tule River Agency,TORCH,1999,2451420,Arson,2451420,238,725,320,35.9999,-118.001,"Inyo County, CA, USA",2,BIA,CA,
Colorado River Agency,LOST LAKE,1995,2449890,Arson,2449890,177,1900,2360,34,-114.451,"22198-22500 15th Ave, Parker, AZ 85344, USA",2,BIA,CA,
Colorado River Agency,WALTERS,1998,2451180,Debris Burning,2451180,2,1800,446,34.9347,-114.651,"River Rd, Needles, CA 92363, USA",2,BIA,CA,
Yuma Field Office,WALTERS,1992,2448700,Debris Burning,2448700,81,1200,1800,33.2334,-114.701,"Winterhaven, CA 92283, USA",1,BLM,CA,
Bakersfield District,SEBASTIAN,1992,2448750,Debris Burning,2448750,125,1815,310,35.0166,-118.734,"Sierra Nevada, California, USA",8,PRIVATE,CA,
Bakersfield District,TEJON 2,1992,2448750,Lightning,2448750,126,1629,1000,35.0166,-118.768,"Rancho Rd, Arvin, CA 93203, USA",8,PRIVATE,CA,
Bakersfield District,HUNTER,1992,2448770,Equipment Use,2448770,146,1700,1350,37.6166,-120.218,"8410 Hunters Valley Rd, Mariposa, CA 95338, USA",8,PRIVATE,CA,
Bakersfield District,PANOCHE,1992,2448770,Equipment Use,2448770,150,1400,565,36.6333,-120.684,"California, USA",8,PRIVATE,CA,
Bakersfield District,JOLON,1992,2448780,Arson,2448780,157,1800,1625,35.9166,-120.968,"Bradley, CA 93426, USA",8,PRIVATE,CA,
Bakersfield District,HART,1992,2448780,Arson,2448790,164,531,400,35.5166,-119.001,"224 Snow Peak Way, Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,MOCCASIN,1992,2448840,Campfire,2448840,220,1600,8000,37.8166,-120.334,"Jamestown, CA 95327, USA",8,PRIVATE,CA,
Bakersfield District,FRICOT,1992,2448840,Equipment Use,2448840,215,1600,425,38.1666,-120.601,"4743 Old Gulch Rd, San Andreas, CA 95249, USA",1,BLM,CA,
Bakersfield District,FARNHAM,1992,2448850,Campfire,2448860,235,1000,900,38.5332,-120.618,"Volcano, CA 95689, USA",8,PRIVATE,CA,
Bakersfield District,MID0RIDGE,1992,2448860,Equipment Use,2448870,244,1813,7530,35.0833,-118.751,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,TANK,1992,2448870,Powerline,2448870,247,2300,950,36.2833,-120.501,"Coalinga, CA 93210, USA",8,PRIVATE,CA,
Bakersfield District,ROUND MTN,1993,2449100,Miscellaneous,2449100,112,2359,400,35.4333,-118.834,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,SABODAN,1993,2449120,Miscellaneous,2449120,131,500,3000,35,-119.018,"Pumpkin Center, CA 93313, USA",8,PRIVATE,CA,
Bakersfield District,ROUND MTN,1993,2449120,Equipment Use,2449120,130,1900,1000,35.5,-118.884,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,ELK HILLS2,1993,2449120,Powerline,2449120,131,200,7100,35.2666,-119.584,"Fellows, CA 93224, USA",6,OTHER FEDERAL,CA,
Bakersfield District,PGE 13,1993,2449120,Miscellaneous,2449120,130,2330,1800,36.05,-120.134,"Avenal, CA 93204, USA",8,PRIVATE,CA,
Bakersfield District,METZ,1993,2449150,Equipment Use,2449150,163,1800,1513,36.4333,-121.234,"Soledad, CA 93960, USA",8,PRIVATE,CA,
Bakersfield District,PIXLEY,1993,2449150,Debris Burning,2449150,165,1700,1560,35.9333,-119.351,"7823 Rd 104, Earlimart, CA 93219, USA",8,PRIVATE,CA,
Bakersfield District,ORCHARD,1993,2449160,Lightning,2449160,171,1800,16000,35.7333,-120.151,"California, USA",1,BLM,CA,
Bakersfield District,ANNETTE,1993,2449160,Lightning,2449160,171,1800,800,35.6833,-120.168,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,VALLEY,1993,2449160,Arson,2449160,173,1900,2260,35.25,-119.501,"Kern County, CA, USA",7,STATE,CA,
Bakersfield District,RANCHERIA,1993,2449170,Arson,2449170,178,1600,400,35.45,-118.818,"21732 Forest Rte 25S03, Bakersfield, CA 93306, USA",8,PRIVATE,CA,
Bakersfield District,RESERVE,1993,2449170,Equipment Use,2449170,178,1500,500,35.2166,-119.484,"Taft, CA 93268, USA",8,PRIVATE,CA,
Bakersfield District,COOK,1993,2449170,Fireworks,2449180,188,1800,500,35.6,-118.451,"Lake Isabella, CA, USA",1,BLM,CA,
Bakersfield District,MESA CMPLX,1993,2449180,Arson,2449180,196,1800,750,35.4,-118.918,"5100 Venus Ct, Bakersfield, CA 93306, USA",8,PRIVATE,CA,
Bakersfield District,ORANGE,1993,2449190,Arson,2449190,205,1630,320,35.5,-119.084,"34787 Lerdo Hwy, Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,CHOCTAW,1993,2449200,Fireworks,2449200,209,1800,530,35.4666,-118.884,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,RANCHO,1993,2449200,Equipment Use,2449200,216,1800,6000,36.3166,-121.484,"41325 E Carmel Valley Rd, Greenfield, CA 93927, USA",8,PRIVATE,CA,
Bakersfield District,KECKS,1993,2449210,Equipment Use,2449210,224,1530,500,35.7166,-120.018,"Lost Hills, CA 93249, USA",8,PRIVATE,CA,
Bakersfield District,ROUNDMTN 4,1993,2449230,Miscellaneous,2449230,240,1400,650,35.4333,-118.834,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,EAGLE,1993,2449240,Debris Burning,2449240,257,830,800,35.25,-118.468,"Havilah, CA 93518, USA",8,PRIVATE,CA,
Bakersfield District,SMOOT,1994,2449470,Powerline,2449470,115,1800,3000,35.4833,-118.951,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,POSO,1994,2449490,Arson,2449490,136,1540,650,35.4666,-119.068,"Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,SODA,1994,2449500,Equipment Use,2449500,146,1800,3380,35.2166,-119.884,"SANTA MARGAR, CA 93453, USA",8,PRIVATE,CA,
Bakersfield District,OIL,1994,2449500,Arson,2449500,150,2200,1200,35.3666,-118.851,"1025 Nathan St, Bakersfield, CA 93307, USA",8,PRIVATE,CA,
Bakersfield District,BRECKENRDG,1994,2449500,Arson,2449500,150,2200,3100,35.35,-118.901,"Barstow-Bakersfield Hwy, Bakersfield, CA 93307, USA",8,PRIVATE,CA,
Bakersfield District,KCL,1994,2449510,Miscellaneous,2449510,155,2330,320,36.9833,-119.668,"6522 Millerton Rd, Friant, CA 93626, USA",1,BLM,CA,
Bakersfield District,JAMES II,1994,2449510,Campfire,2449510,159,1800,390,35.75,-118.418,"99 Paloma Ct, Kernville, CA 93238, USA",5,USFS,CA,
Bakersfield District,POSO II,1994,2449510,Powerline,2449510,161,1300,600,35.5666,-119.351,"16084 Palm Ave, Wasco, CA 93280, USA",8,PRIVATE,CA,
Bakersfield District,YORK,1994,2449520,Miscellaneous,2449520,163,1800,1120,35.85,-120.168,"Kings County, CA, USA",8,PRIVATE,CA,
Bakersfield District,LAKELAND,1994,2449520,Children,2449520,167,1800,2426,35.6333,-118.451,"Lake Isabella, CA, USA",8,PRIVATE,CA,
Bakersfield District,MIDOIL II,1994,2449520,Arson,2449520,166,2000,320,35.0025,-119.534,"San Luis Obispo County, CA, USA",1,BLM,CA,
Bakersfield District,ROUND,1994,2449520,Miscellaneous,2449520,168,1800,800,35.5,-118.901,"19436-18336 Round Mountain Rd, Bakersfield, CA 93308, USA",8,PRIVATE,CA,
Bakersfield District,WHITEBLNKT,1994,2449520,Miscellaneous,2449520,172,1800,2505,35.7166,-118.168,"27005-27001 CA-178, Onyx, CA 93255, USA",5,USFS,CA,
Bakersfield District,HUNTER,1994,2449530,Equipment Use,2449530,180,800,700,37.5833,-120.168,"Hunters Valley Rd, Mariposa, CA 95338, USA",8,PRIVATE,CA,
Bakersfield District,MERCED,1994,2449540,Equipment Use,2449540,189,1205,400,37.5666,-120.301,"La Grange, CA 95329, USA",8,PRIVATE,CA,
Bakersfield District,PARROTS II,1994,2449550,Equipment Use,2449550,200,1800,730,38.0333,-120.451,"Sonora, CA 95370, USA",6,OTHER FEDERAL,CA,
Bakersfield District,ALISO,1994,2449560,Smoking,2449570,213,1800,3429,34.95,-119.734,"Cuyama, CA 93254, USA",8,PRIVATE,CA,
Bakersfield District,CORCORAN,1994,2449570,Arson,2449570,218,2100,800,35.6833,-119.601,"Kern County, CA, USA",8,PRIVATE,CA,
Bakersfield District,KELSEY,1994,2449570,Arson,2449580,224,1800,900,38.7999,-120.684,"6401-6499 Wildflower Ct, Placerville, CA 95667, USA",8,PRIVATE,CA,
Bakersfield District,TRAUNNER,1994,2449570,Powerline,2449570,222,1800,500,39.2166,-121.018,"11993 Brunswick Rd, Grass Valley, CA 95945, USA",1,BLM,CA,
Bakersfield District,HWY 41,1994,2449580,Arson,2449580,230,100,48851,35.4333,-120.734,"Atascadero, CA 93422, USA",8,PRIVATE,CA,
Bakersfield District,BRIDGE,1994,2449590,Arson,2449590,237,1800,300,39.2832,-121.184,"Penn Valley, CA 95946, USA",6,OTHER FEDERAL,CA,
Bakersfield District,SPANISH,1994,2449600,Debris Burning,2449600,252,1800,2100,34.9833,-120.004,"Santa Barbara County, CA, USA",8,PRIVATE,CA,
Bakersfield District,CORCORANII,1994,2449610,Debris Burning,2449610,255,1930,727.2,35.7,-119.584,"Wasco, CA 93280, USA",8,PRIVATE,CA,
Bakersfield District,WYLE,1994,2449610,Debris Burning,2449610,255,2359,1205,37.1499,-119.534,"27890-27898 Tunoi Pl, North Fork, CA 93643, USA",9,TRIBAL,CA,
