FIRE_NAME,LATITUDE,LONGITUDE,FIRE_SIZE,FIRE_YEAR,START_DATE,END_DATE,STATE,COUNTY,OWNER_DESCR,STAT_CAUSE_DESCR
HASLEY,34.46333333,-118.6616667,300,1996,7/8/1996,7/8/1996,CA,,OTHER FEDERAL,Miscellaneous
DAULTON                  ,37.105,-119.9919444,650,1996,7/8/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
COLVIL/COW,38.5699,-119.5127,1600,1996,7/7/1996,7/11/1996,CA,,BLM,Lightning
COW #1,36.03666667,-118.775,650,1996,7/6/1996,7/6/1996,CA,,OTHER FEDERAL,Arson
RED,35.3691,-117.5731,550,1996,7/4/1996,7/5/1996,CA,,BLM,Miscellaneous
GOOSE,35.7,-119.6676,1800,1996,7/4/1996,7/4/1996,CA,,PRIVATE,Arson
CUYAMA,34.8833,-119.6676,1590,1996,7/3/1996,7/5/1996,CA,,STATE,Debris Burning
WASIOJA,34.92305556,-119.8116667,2830,1996,7/3/1996,7/6/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
LMU BYERS,40.3332,-120.4844,1034,1996,7/2/1996,7/4/1996,CA,,BLM,Equipment Use
GUENOC                   ,38.74388888,-122.435,560,1996,7/1/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DIEGO,33.59333333,-116.8016667,1057,1996,7/1/1996,7/6/1996,CA,,USFS,Arson
RINCON,33.25,-116.9592,460,1996,6/30/1996,6/30/1996,CA,,BIA,Powerline
DELENA                   ,36.83,-120.2130556,300,1996,6/30/1996,,CA,,MISSING/NOT SPECIFIED,Debris Burning
MCSWAIN,37.5166,-120.2844,425,1996,6/30/1996,6/30/1996,CA,,STATE,Powerline
KITCHING                 ,33.96805555,-117.2169444,512,1996,6/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CIRCLE                   ,33.88194444,-116.9480556,1200,1996,6/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DOVE                     ,33.46305555,-116.7961111,930,1996,6/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CRATEN                   ,36.08694444,-119.4730556,410,1996,6/29/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PECHANGA,33.44666667,-117.08,1336,1996,6/29/1996,6/29/1996,CA,,MISSING/NOT SPECIFIED,Arson
BEE #2,33.735,-116.835,9620,1996,6/29/1996,7/6/1996,CA,,USFS,Miscellaneous
INDIAN                   ,35.915,-120.7880556,675,1996,6/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BICHOTA,34.26333333,-117.8366667,1800,1996,6/29/1996,7/4/1996,CA,,USFS,Campfire
DORST,36.63995,-118.79593,1400,1996,6/27/1996,,CA,,NPS,Lightning
STATE                    ,34.01111111,-117.2519444,380,1996,6/26/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CHINO,33.84,-116.5966667,300,1996,6/26/1996,6/28/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
COROCRAN,41,-120,450,1996,6/25/1996,6/25/1996,CA,,PRIVATE,Arson
SIERRA,35.77,-118.42,1092,1996,6/24/1996,6/24/1996,CA,,MISSING/NOT SPECIFIED,Miscellaneous
TOLLHOUSE                ,36.90388888,-119.5919444,640,1996,6/24/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SABOBA,33.78,-116.9183333,670,1996,6/23/1996,6/24/1996,CA,,MISSING/NOT SPECIFIED,Children
P. G. & E. #13           ,35.88611111,-120.8411111,730,1996,6/23/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
JACK RABBIT              ,33.925,-117.0419444,343,1996,6/23/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BOSWELL                  ,36.07305555,-119.4911111,1280,1996,6/19/1996,,CA,,MISSING/NOT SPECIFIED,Arson
RANCH 3,34.65333333,-118.3483333,1000,1996,6/19/1996,6/19/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
EGG FIRE                 ,33.00111111,-116.7788889,1000,1996,6/19/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MERCY,36.9166,-120.7344,16820,1996,6/18/1996,6/19/1996,CA,,PRIVATE,Equipment Use
ROUND MTN,35.5,-118.9009,2880,1996,6/17/1996,6/17/1996,CA,,PRIVATE,Smoking
WEBER,32.5848,-116.8347,360,1996,6/16/1996,6/16/1996,CA,,BLM,Miscellaneous
INDIAN,35.3,-118.4009,732,1996,6/15/1996,6/16/1996,CA,,PRIVATE,Smoking
EADE.                    ,36.11805555,-120.9830556,472,1996,6/12/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ESPERANZA,33.88333333,-116.7666667,315,1996,6/11/1996,6/11/1996,CA,,MISSING/NOT SPECIFIED,Arson
PG & E #17               ,36.96,-119.8288889,600,1996,6/11/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
S-921                    ,33.96888888,-116.9369444,600,1996,6/10/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CHISHOLM,33.98833333,-116.9383333,1424,1996,6/10/1996,6/11/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
CEDAR,32.985,-116.7516667,466,1996,6/10/1996,6/12/1996,CA,,STATE OR PRIVATE,Campfire
WEAVER                   ,36.98888888,-120.3361111,1500,1996,6/10/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEL VALL                 ,37.57194444,-121.7961111,725,1996,6/8/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEMO,40.2999,-120.0844,639,1996,6/7/1996,6/10/1996,CA,,BLM,Equipment Use
JACKRABBIT               ,33.99694444,-117.06,600,1996,6/7/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
COOK,35.6,-118.4509,743,1996,6/5/1996,6/6/1996,CA,,BLM,Equipment Use
CANYON,35.45333333,-118.78,3328,1996,6/4/1996,6/5/1996,CA,,MISSING/NOT SPECIFIED,Miscellaneous
AGUA DULCE,34.46,-118.3433333,325,1996,6/2/1996,6/2/1996,CA,,MISSING/NOT SPECIFIED,Miscellaneous
DRIP_2,33.46666667,-116.9716667,1082,1996,6/2/1996,6/2/1996,CA,,MISSING/NOT SPECIFIED,Arson
RECHE                    ,33.96805555,-117.2169444,850,1996,6/2/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TUNE                     ,36.96,-119.92,300,1996,6/2/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
STATE PARAMOUNT          ,34.01194444,-117.4088889,475,1996,6/1/1996,,CA,,MISSING/NOT SPECIFIED,Children
SHORT,33.645,-117.3583333,653,1996,6/1/1996,6/2/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
DEEP CREEK,34.345,-117.2333333,900,1996,6/1/1996,6/3/1996,CA,,OTHER FEDERAL,Arson
ZANUTTO                  ,37.16388888,-120.2461111,300,1996,5/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
7 MILE,35.3333,-119.8843,2690,1996,5/23/1996,5/24/1996,CA,,PRIVATE,Equipment Use
MESA CMPLX,35.4333,-118.9176,4500,1996,5/23/1996,5/23/1996,CA,,PRIVATE,Arson
HWY 33 II,35.8166,-120.0093,4000,1996,5/22/1996,5/23/1996,CA,,PRIVATE,Arson
JOHANESBU,35.3836,-117.5345,450,1996,5/21/1996,5/22/1996,CA,,BLM,Miscellaneous
OVERLOOK,35.2166,-119.901,2220,1996,5/20/1996,5/20/1996,CA,,STATE,Debris Burning
PANOCHE                  ,36.785,-120.7730556,700,1996,5/20/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
LONOAK                   ,36.24888888,-121.0011111,300,1996,5/18/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BLACKWELL,35.6333,-120.0343,450,1996,5/17/1996,5/17/1996,CA,,PRIVATE,Equipment Use
PALMER                   ,36.21694444,-120.2919444,500,1996,5/17/1996,,CA,,MISSING/NOT SPECIFIED,Arson
BUENAVISTA,35.2166,-119.501,500,1996,5/16/1996,5/17/1996,CA,,STATE,Arson
STATE #00711             ,33.88194444,-117.1469444,760,1996,5/14/1996,,CA,,MISSING/NOT SPECIFIED,Debris Burning
PONY,33.58,-116.9533333,1067,1996,5/13/1996,5/13/1996,CA,,MISSING/NOT SPECIFIED,Equipment Use
41,37.01805555,-119.7930556,1200,1996,5/13/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BROWN,35.5611,-117.7676,725,1996,5/11/1996,5/12/1996,CA,,BLM,Miscellaneous
MACK                     ,33.83805555,-117.0938889,350,1996,5/5/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CANYON                   ,36.96305555,-120.9180556,1000,1996,5/4/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HWY 33,35.2166,-119.5176,350,1996,5/3/1996,5/3/1996,CA,,PRIVATE,Arson
WESTLEY REST STOP        ,37.58694444,-121.3319444,400,1996,5/3/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BARSTOW,34.5833,-117.0342,1250,1996,5/3/1996,5/4/1996,CA,,BLM,Campfire
FKU-17858                ,36.20194444,-120.31,400,1996,5/2/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BLM # 2                  ,36.20194444,-120.2919444,1200,1996,5/2/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HWY 41,35.9166,-120.9177,3100,1996,5/1/1996,5/1/1996,CA,,PRIVATE,Arson
OTAY 121,32.5848,-116.8347,1220,1996,4/29/1996,5/4/1996,CA,,BLM,Campfire
GRAND,34.45944444,-118.9375,10925,1996,4/28/1996,5/4/1996,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PANOCHE II,36.6166,-120.6677,18340,1996,4/27/1996,4/28/1996,CA,,PRIVATE,Powerline
SKYLINE,36.0333,-120.101,19839,1996,4/27/1996,4/27/1996,CA,,PRIVATE,Powerline
GALE                     ,36.21611111,-120.3630556,1500,1996,4/27/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BORREGO                  ,33.37305555,-116.52,1325,1996,4/21/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FKU-15832                ,36.23388888,-120.13,920,1996,4/19/1996,,CA,,MISSING/NOT SPECIFIED,Arson
PANOCHE,36.6333,-120.6843,2000,1996,4/15/1996,4/16/1996,CA,,PRIVATE,Powerline
OTAY 28,32.5848,-116.8347,1402,1996,4/15/1996,4/15/1996,CA,,BLM,Campfire
CAIDO                    ,36.36194444,-119.0711111,1000,1996,3/29/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HONEY                    ,32.70888888,-116.745,3500,1996,1/10/1996,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
STATE                    ,33.80805555,-117.3211111,380,1996,1/3/1996,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MCCAIN,32.6667,-116.3342,303,1995,12/12/1995,12/12/1995,CA,,STATE,Debris Burning
TECATE #30               ,32.575,-116.7130556,500,1995,11/28/1995,,CA,,MISSING/NOT SPECIFIED,Campfire
ESPERANZA,33.9,-116.7666667,660,1995,11/25/1995,11/27/1995,CA,,MISSING/NOT SPECIFIED,Equipment Use
CASTLE WF,36.52757,-118.70271,1600,1995,11/9/1995,12/11/1995,CA,,NPS,Debris Burning
URRUTTIA                 ,36.975,-119.7569444,320,1995,10/26/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BALD                     ,35.14194444,-120.355,2900,1995,10/26/1995,,CA,,MISSING/NOT SPECIFIED,Debris Burning
PRIEST                   ,38.52888888,-122.2519444,515,1995,10/22/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
ORESTIMBA                ,37.325,-121.3188889,1755,1995,10/22/1995,,CA,,MISSING/NOT SPECIFIED,Debris Burning
MESA,35.1666,-117.0842,800,1995,10/20/1995,10/21/1995,CA,,BLM,Miscellaneous
SPRINGS                  ,33.35,-116.7269444,307,1995,10/20/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SPRING,33.38,-116.72,390,1995,10/20/1995,10/21/1995,CA,,MISSING/NOT SPECIFIED,Equipment Use
WARNER,33.335,-116.715,2388,1995,10/13/1995,10/17/1995,CA,,MISSING/NOT SPECIFIED,Arson
BLUFF,33.99666667,-116.9183333,2624,1995,10/13/1995,10/20/1995,CA,,MISSING/NOT SPECIFIED,Campfire
MURRAY                   ,38.22888888,-120.6930556,500,1995,10/6/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FREEWAY II,34.45666667,-118.3483333,1370,1995,10/5/1995,10/5/1995,CA,,MISSING/NOT SPECIFIED,Arson
GUNTLEY,39.2082,-123.0844,2540,1995,10/4/1995,10/7/1995,CA,,PRIVATE,Arson
KEYES                    ,37.455,-120.6930556,450,1995,10/4/1995,,CA,,MISSING/NOT SPECIFIED,Arson
VISION,38.0831,-122.875,12354,1995,10/3/1995,10/16/1995,CA,,NPS,Campfire
KERN CO. #16             ,35.855,-119.4369444,640,1995,9/30/1995,,CA,,MISSING/NOT SPECIFIED,Arson
LAKE ROAD                ,37.57305555,-120.5811111,650,1995,9/29/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
FKU #41957               ,36.68388888,-120.2319444,500,1995,9/29/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
APACHE,33.925,-116.7966667,3500,1995,9/25/1995,9/29/1995,CA,,MISSING/NOT SPECIFIED,Arson
LINCOLN                  ,33.56194444,-116.1030556,540,1995,9/24/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
TABLE,41.3332,-120.4344,422,1995,9/16/1995,9/17/1995,CA,,BLM,Lightning
PAYNE,41.3832,-120.4844,810,1995,9/16/1995,9/17/1995,CA,,BLM,Lightning
ANNIE,41.9166,-120.1177,346,1995,9/15/1995,9/17/1995,CA,,BLM,Lightning
COPPER,41.1499,-120.0344,530,1995,9/15/1995,9/19/1995,CA,,BLM,Lightning
SILAXO                   ,36.91694444,-119.6819444,750,1995,9/9/1995,,CA,,MISSING/NOT SPECIFIED,Smoking
PYRAMID                  ,35.84,-120.03,300,1995,9/8/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
EIGHTY-EIGHT             ,38.61388888,-122.0161111,373,1995,9/8/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SANTA FE #4              ,35.89888888,-119.4188889,450,1995,9/6/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
STATE                    ,34.02611111,-117.4619444,402,1995,9/1/1995,,CA,,MISSING/NOT SPECIFIED,Smoking
POWAY                    ,32.98694444,-116.8661111,1637,1995,8/31/1995,,CA,,MISSING/NOT SPECIFIED,Arson
SYCAMORE,32.6167,-116.7842,9410,1995,8/30/1995,9/4/1995,CA,,BLM,Smoking
KENETECH 7               ,37.80305555,-121.6861111,641,1995,8/28/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
EL MONTE,32.88833333,-116.8266667,8100,1995,8/27/1995,9/3/1995,CA,,MISSING/NOT SPECIFIED,Smoking
BAILEY 2,35.4666,-115.5008,400,1995,8/26/1995,8/27/1995,CA,,BLM,Miscellaneous
PATTERSON PASS           ,37.70194444,-121.6861111,300,1995,8/24/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
POWERHOUSE #2,37.13333333,-119.505,492,1995,8/23/1995,8/24/1995,CA,,MISSING/NOT SPECIFIED,Arson
MIDWAY,35.2833,-119.5176,8845,1995,8/15/1995,8/15/1995,CA,,PRIVATE,Arson
HONOLULU,35.2666,-119.5343,1430,1995,8/15/1995,8/15/1995,CA,,PRIVATE,Arson
HELESTER,39.21111111,-120.6708333,624,1995,8/12/1995,8/16/1995,CA,,STATE OR PRIVATE,Equipment Use
ROUSE,34.28666667,-117.145,1039,1995,8/5/1995,8/8/1995,CA,,USFS,Campfire
VERBENIA,33.95166667,-116.6916667,23455,1995,8/4/1995,8/12/1995,CA,,MISSING/NOT SPECIFIED,Equipment Use
FREEWAY,34.51833333,-118.63,450,1995,8/4/1995,8/4/1995,CA,,MISSING/NOT SPECIFIED,Equipment Use
PACHECO                  ,37.07888888,-121.1880556,450,1995,8/3/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PONY,41.63666667,-123.6016667,2095,1995,8/1/1995,8/15/1995,CA,,USFS,Campfire
MAYWOOD FIRE             ,33.76388888,-117.3180556,1100,1995,7/31/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
COVINGTON,34.05841,-116.30474,5521,1995,7/31/1995,8/4/1995,CA,,NPS,Lightning
JENNY                    ,34.37611111,-117.3888889,420,1995,7/31/1995,,CA,,MISSING/NOT SPECIFIED,Lightning
TUTTLE,35.01939,-115.41762,300,1995,7/30/1995,8/2/1995,CA,,NPS,Lightning
MAYWOOD,33.7667,-117.3175,472,1995,7/30/1995,7/31/1995,CA,,BLM,Smoking
LOPEZ,34.9833,-118.4865,1985,1995,7/30/1995,8/2/1995,CA,,BLM,Lightning
CRYSTAL,34.3667,-117.1009,703,1995,7/30/1995,8/4/1995,CA,,BLM,Lightning
ASHURST,36.4833,-120.7677,466,1995,7/30/1995,7/30/1995,CA,,PRIVATE,Powerline
BENTON                   ,33.58,-116.9361111,430,1995,7/30/1995,,CA,,MISSING/NOT SPECIFIED,Arson
FORESTGATE,32.9667,-115.9842,1650,1995,7/29/1995,7/30/1995,CA,,BLM,Miscellaneous
GILBREATH,35.6833,-119.5843,2000,1995,7/28/1995,7/28/1995,CA,,PRIVATE,Arson
PEACE,34.7833,-118.7343,640,1995,7/28/1995,7/29/1995,CA,,STATE,Miscellaneous
STATE 1102 (RECHE)       ,33.98305555,-117.27,1149,1995,7/27/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
STATE                    ,33.565,-116.9188889,5000,1995,7/27/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PANOCHE#2,36.7166,-120.7677,360,1995,7/26/1995,7/27/1995,CA,,BLM,Powerline
CROWDER,34.37333333,-117.4783333,1000,1995,7/26/1995,7/26/1995,CA,,USFS,Equipment Use
LIBERTY                  ,38.3,-121.1080556,700,1995,7/24/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HWY 62 #2,33.65,-115.5175,1335,1995,7/23/1995,7/24/1995,CA,,BLM,Miscellaneous
MORENO - S-1056          ,33.88194444,-117.1469444,762,1995,7/23/1995,,CA,,MISSING/NOT SPECIFIED,Smoking
PILGRIM                  ,34.02611111,-117.2161111,2236,1995,7/21/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
DAWSON,33.75,-117.4175,4591,1995,7/20/1995,7/22/1995,CA,,BLM,Children
SO. TURNER,37.5849,-119.586,615,1995,7/18/1995,,CA,,NPS,Lightning
ROCKY,35.48,-118.7483333,1704,1995,7/17/1995,7/19/1995,CA,,USFS,Miscellaneous
COSTA #2                 ,37.84611111,-121.6861111,449,1995,7/16/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
PEORIA,37.9333,-120.5344,3212,1995,7/16/1995,7/18/1995,CA,,STATE,Powerline
58 #2,35.3333,-119.5843,500,1995,7/13/1995,7/13/1995,CA,,BLM,Smoking
YOKOHL                   ,36.24611111,-118.965,605,1995,7/13/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
MARRON #4                ,32.56611111,-116.7788889,645,1995,7/11/1995,,CA,,MISSING/NOT SPECIFIED,Arson
SAN EMIDIO,35.0166,-119.2009,400,1995,7/9/1995,7/9/1995,CA,,STATE,Equipment Use
CORRAL HOLLOW PG&E       ,37.66,-121.3688889,307,1995,7/9/1995,,CA,,MISSING/NOT SPECIFIED,Equipment Use
FKU-27967                ,36.46611111,-120.0211111,300,1995,7/6/1995,,CA,,MISSING/NOT SPECIFIED,Debris Burning
GRANITE,34.53329,-117.00087,325,1995,7/4/1995,7/4/1995,CA,,BLM,Miscellaneous
PANOCHE,36.6166,-120.9177,300,1995,7/3/1995,7/3/1995,CA,,PRIVATE,Arson
NICHOLS,33.7167,-117.3509,850,1995,7/2/1995,7/3/1995,CA,,BLM,Equipment Use
STODDARD,34.00002,-117.00087,632,1995,7/1/1995,7/2/1995,CA,,BLM,Miscellaneous
DEMO,40.2832,-120.101,367,1995,6/29/1995,6/29/1995,CA,,OTHER FEDERAL,Equipment Use
BLACK                    ,39.835,-122.3569444,650,1995,6/26/1995,,CA,,MISSING/NOT SPECIFIED,Lightning
ELK,35.0333,-119.501,1837,1995,6/25/1995,6/26/1995,CA,,BLM,Powerline
LOST LAKE,34,-114.4508,2360,1995,6/23/1995,6/26/1995,CA,,BIA,Arson
EXCELSIOR,33.9333,-116.7175,1300,1995,6/23/1995,6/23/1995,CA,,BLM,Miscellaneous
DEVILSDEN,35.7,-119.9343,1100,1995,6/22/1995,6/22/1995,CA,,PRIVATE,Debris Burning
BUTTERFIELD,32.975,-116.4416667,7083,1995,6/19/1995,6/26/1995,CA,,MISSING/NOT SPECIFIED,Arson
POLE,37.41333333,-118.6,5550,1995,6/14/1995,7/20/1995,CA,,USFS,Miscellaneous
PARADISE,35.0166,-116.8509,860,1995,6/13/1995,6/14/1995,CA,,BLM,Miscellaneous
UNITED,35.5666,-119.0343,485,1995,6/7/1995,6/7/1995,CA,,PRIVATE,Powerline
MCNAMARA                 ,37.22111111,-120.46,300,1995,6/5/1995,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
SIMMLER,35.2666,-119.9843,980,1995,6/1/1995,6/2/1995,CA,,PRIVATE,Debris Burning
46,35.6166,-119.7676,7495,1995,6/1/1995,6/1/1995,CA,,PRIVATE,Powerline
SHERWOOD,35.6333,-119.0676,1000,1995,5/29/1995,5/29/1995,CA,,PRIVATE,Powerline
OUTLAW,35.4333,-118.9176,300,1995,5/24/1995,5/24/1995,CA,,PRIVATE,Arson
NEES,36.8499,-120.7844,1820,1995,5/8/1995,5/8/1995,CA,,PRIVATE,Equipment Use
SCISSORS #2              ,33.10194444,-116.4680556,400,1994,10/30/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
PG&E #24                 ,38.56888888,-122.6761111,580,1994,10/15/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
OYAY,32.5834,-116.9175,1648,1994,10/9/1994,10/10/1994,CA,,BLM,Children
AGUA DULCE,34.45666667,-118.33,1021,1994,10/8/1994,10/8/1994,CA,,MISSING/NOT SPECIFIED,Miscellaneous
MASAMI                   ,40.02388888,-122.3761111,300,1994,9/30/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
SHARKTOOTH,35.4666,-118.9343,800,1994,9/24/1994,9/24/1994,CA,,PRIVATE,Lightning
SPECIMEN,41.365,-123.15,7015,1994,9/19/1994,10/12/1994,CA,,USFS,Lightning
SCORPION,41.10166667,-122.6633333,638,1994,9/18/1994,9/24/1994,CA,,USFS,Lightning
LMU LGT#66,40.7666,-120.6344,1025,1994,9/18/1994,9/20/1994,CA,,BLM,Lightning
BARKLEY,40.135,-121.6783333,44683,1994,9/18/1994,10/10/1994,CA,,USFS,Lightning
RODRIQUEZ                ,33.02805555,-116.4730556,687,1994,9/16/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
CORCORANII,35.7,-119.5843,727.2,1994,9/12/1994,9/12/1994,CA,,PRIVATE,Debris Burning
WYLE,37.1499,-119.5343,1205,1994,9/12/1994,9/12/1994,CA,,TRIBAL,Debris Burning
LA POSTA,32.6667,-116.4175,330,1994,9/9/1994,9/10/1994,CA,,BLM,Miscellaneous
SPANISH,34.9833,-120.0035,2100,1994,9/8/1994,9/9/1994,CA,,PRIVATE,Debris Burning
OAK RUN                  ,40.61611111,-122.1161111,1200,1994,9/5/1994,,CA,,MISSING/NOT SPECIFIED,Arson
SECATA,36.88833333,-119.1966667,595,1994,9/1/1994,9/4/1994,CA,,USFS,Miscellaneous
NELSON,41.2666,-120.5011,2570,1994,8/31/1994,9/2/1994,CA,,BLM,Equipment Use
SUGARFOOT,39.88,-122.795,2778,1994,8/27/1994,9/10/1994,CA,,USFS,Smoking
BIG CREEK,37.20833333,-119.295,5250,1994,8/24/1994,9/2/1994,CA,,USFS,Miscellaneous
BRIDGE,39.2832,-121.1844,300,1994,8/24/1994,8/25/1994,CA,,OTHER FEDERAL,Arson
WATERMAN,33.44333333,-117.635,350,1994,8/23/1994,8/24/1994,CA,,STATE OR PRIVATE,Arson
MILEPOST,33.5,-117.825,978,1994,8/22/1994,8/26/1994,CA,,STATE OR PRIVATE,Miscellaneous
ESPERANZA,33.90166667,-116.7366667,657,1994,8/21/1994,8/23/1994,CA,,MISSING/NOT SPECIFIED,Arson
WIDOW                    ,41.23388888,-121.2469444,350,1994,8/17/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
COTTONWOOD,39.54166667,-120.3166667,46800,1994,8/16/1994,8/31/1994,CA,,USFS,Arson
HEATON,34.25833333,-117.7566667,600,1994,8/16/1994,8/21/1994,CA,,USFS,Campfire
FISH                     ,38.87111111,-123.43,635,1994,8/15/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
HWY 41,35.4333,-120.7343,48851,1994,8/14/1994,8/18/1994,CA,,PRIVATE,Arson
WILLOW,33.56,-117.5566667,1200,1994,8/13/1994,8/18/1994,CA,,USFS,Lightning
ROUSE,33.545,-117.5216667,540,1994,8/13/1994,8/18/1994,CA,,USFS,Lightning
OPAL 2,35.1333,-117.1342,2036,1994,8/13/1994,8/15/1994,CA,,BLM,Lightning
CACTUS                   ,33.66388888,-116.9361111,480,1994,8/12/1994,,CA,,MISSING/NOT SPECIFIED,Lightning
HIRSCHDALE,39.38166667,-120.0816667,1300,1994,8/11/1994,8/22/1994,CA,,MISSING/NOT SPECIFIED,Equipment Use
WHEEL #1                 ,37.64194444,-121.4838889,305,1994,8/11/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
WHEEL #2                 ,37.65694444,-121.4838889,845,1994,8/11/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
BROWNS,32.86666667,-116.6833333,435,1994,8/9/1994,8/10/1994,CA,,OTHER FEDERAL,Miscellaneous
HORIZON,37.6663,-119.51638,3560,1994,8/9/1994,8/19/1994,CA,,NPS,Lightning
ASSIST 42                ,32.86611111,-116.7969444,500,1994,8/9/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
CREEK,38.06666667,-120.35,1409,1994,8/9/1994,8/12/1994,CA,,USFS,Smoking
SPEAR,35.1333,-117.0842,337,1994,8/9/1994,8/10/1994,CA,,BLM,Lightning
LEONA,34.6,-118.3176,622,1994,8/8/1994,8/12/1994,CA,,BLM,Miscellaneous
KELSEY,38.7999,-120.6844,900,1994,8/7/1994,8/12/1994,CA,,PRIVATE,Arson
TRAUNNER,39.2166,-121.0177,500,1994,8/7/1994,8/10/1994,CA,,BLM,Powerline
GRAPEVINE                ,33.13111111,-116.4338889,450,1994,8/7/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
HIGHWAY 74,33.55833333,-116.57,1150,1994,8/6/1994,8/8/1994,CA,,USFS,Lightning
CORCORAN,35.6833,-119.601,800,1994,8/6/1994,8/6/1994,CA,,PRIVATE,Arson
PINNACLES,36.4831,-121.1914,1154,1994,8/5/1994,8/7/1994,CA,,NPS,Equipment Use
CRYSTAL,39.50166667,-120.0666667,7310,1994,8/4/1994,8/15/1994,CA,,USFS,Equipment Use
MINTO                    ,33.63805555,-116.9019444,500,1994,8/2/1994,,CA,,MISSING/NOT SPECIFIED,Miscellaneous
ALISO,34.95,-119.7343,3429,1994,7/30/1994,8/1/1994,CA,,PRIVATE,Smoking
FRIANT                   ,36.96,-119.7188889,405,1994,7/27/1994,,CA,,MISSING/NOT SPECIFIED,Equipment Use
GILMAN,33.9167,-117.1009,2990,1994,7/24/1994,7/24/1994,CA,,BLM,Arson
